61.07
61.17
61.18
61.19
62.09
62.10
62.11
65.06
66.17
66.18
66.19
66.20
66.21
66.22
66.23
66.24
66.25
66.26
66.27
66.28
66.29
66.30
66.31
66.32
66.33
66.35
66.38
66.39
66.42
66.43
66.45
66.46
66.47
66.48
66.49
66.50
66.51
66.53
66.55
66.56
66.57
66.61
66.62
66.63
66.64
66.65
66.66
66.67
66.68
66.69
66.71
66.72 
66.73
66.75
66.76
66.77
66.78
66.79
66.80
66.81
66.82
66.83
66.84
71.01
71.04
71.05
71.07
71.23
71.31
71.36
75.04
75.08
75.12
75.22
75.23
75.28
75.29
75.30
75.31
75.34
75.38
